,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-156100000.0,-256300000.0,559400000.0,1132900000.0
Change To Liabilities,6860300000.0,-8989900000.0,-3009600000.0,23072500000.0
Total Cashflows From Investing Activities,-34126900000.0,-42605200000.0,-36944900000.0,-64796000000.0
Net Borrowings,-163349900000.0,89073800000.0,-2386800000.0,31209600000.0
Total Cash From Financing Activities,-196899400000.0,50031500000.0,-35490800000.0,2694200000.0
Change To Operating Activities,36341600000.0,-7342600000.0,9618200000.0,10663800000.0
Net Income,41481300000.0,21207100000.0,23487100000.0,-2814000000.0
Change In Cash,3277400000.0,1249600000.0,-284200000.0,-466400000.0
Total Cash From Operating Activities,234303700000.0,-6176700000.0,72151500000.0,61635400000.0
Depreciation,41027800000.0,37557300000.0,33853400000.0,30659700000.0
Other Cashflows From Investing Activities,1326400000.0,1464000000.0,1300500000.0,116400000.0
Dividends Paid,-4130500000.0,-2065300000.0,-2065300000.0,-2065300000.0
Change To Inventory,41215100000.0,-45112700000.0,-26479300000.0,-14059100000.0
Change To Account Receivables,16225600000.0,-44162400000.0,-6775700000.0,-8494600000.0
Other Cashflows From Financing Activities,-29419000000.0,-36977000000.0,-33104000000.0,-28515400000.0
Change To Netincome,51152000000.0,40666500000.0,41457400000.0,22607100000.0
Capital Expenditures,-36727000000.0,-47543600000.0,-39811900000.0,-67576200000.0
