,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-63800000.0,-14400000.0,-10700000.0,21600000.0
Change To Liabilities,754600000.0,-460400000.0,734800000.0,647100000.0
Total Cashflows From Investing Activities,-1515500000.0,-4024400000.0,-4303800000.0,-1970400000.0
Net Borrowings,60600000.0,115100000.0,-1005700000.0,-2819600000.0
Total Cash From Financing Activities,-883900000.0,-951900000.0,-1959200000.0,-3635300000.0
Change To Operating Activities,2805800000.0,-2402800000.0,383300000.0,987500000.0
Net Income,1132200000.0,4277300000.0,5629400000.0,3942000000.0
Change In Cash,3803400000.0,101600000.0,167400000.0,27300000.0
Total Cash From Operating Activities,6202800000.0,5077900000.0,6430400000.0,5633000000.0
Depreciation,2320100000.0,2851000000.0,2598600000.0,2596500000.0
Other Cashflows From Investing Activities,45800000.0,23200000.0,73200000.0,22200000.0
Dividends Paid,-663200000.0,-663200000.0,-531300000.0,-246100000.0
Change To Inventory,-427500000.0,-614700000.0,-2244600000.0,-571600000.0
Change To Account Receivables,-157000000.0,1281600000.0,26000000.0,-2328400000.0
Other Cashflows From Financing Activities,-281300000.0,-403800000.0,-422200000.0,-569600000.0
Change To Netincome,-225400000.0,145900000.0,-697100000.0,359900000.0
Capital Expenditures,-2006600000.0,-4039100000.0,-4379300000.0,-2016900000.0
