,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-26130000000.0,-130000000.0,-358700000.0,4115200000.0
Change To Liabilities,1950000000.0,-3100000000.0,323200000.0,948200000.0
Total Cashflows From Investing Activities,-28010000000.0,2350000000.0,-7983400000.0,963600000.0
Net Borrowings,-6760000000.0,4600000000.0,-389100000.0,789900000.0
Total Cash From Financing Activities,-12340000000.0,-2420000000.0,-4888300000.0,-2524500000.0
Change To Operating Activities,28010000000.0,-10140000000.0,9230500000.0,-2454000000.0
Net Income,9730000000.0,15010000000.0,14041500000.0,11300900000.0
Change In Cash,1060000000.0,-3550000000.0,-425200000.0,-2059500000.0
Effect Of Exchange Rate,20000000.0,500000.0,17300000.0,12600000.0
Total Cash From Operating Activities,41390000000.0,-3480000000.0,12429200000.0,-511200000.0
Depreciation,3440000000.0,3240000000.0,1479900000.0,1227300000.0
Other Cashflows From Investing Activities,-490000000.0,6320000000.0,-5173300000.0,-158900000.0
Dividends Paid,-3550000000.0,-4450000000.0,-3973800000.0,-2773900000.0
Change To Inventory,-3160000000.0,-10570000000.0,-11198600000.0,-9959300000.0
Change To Account Receivables,-590000000.0,1090000000.0,-1390800000.0,-903200000.0
Other Cashflows From Financing Activities,-2030000000.0,-2570000000.0,-525400000.0,-540500000.0
Change To Netincome,1700000000.0,750000000.0,-205000000.0,-758100000.0
Capital Expenditures,-1460000000.0,-3550000000.0,-2647200000.0,-3048500000.0
