,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-57400000.0,184000000.0,901200000.0,1166800000.0
Change To Liabilities,922400000.0,632400000.0,499000000.0,13823900000.0
Total Cashflows From Investing Activities,-13173100000.0,-11928800000.0,-7662200000.0,-7620200000.0
Net Borrowings,-384400000.0,-384400000.0,215500000.0,-27300000.0
Total Cash From Financing Activities,-39562200000.0,-6293700000.0,-7190100000.0,-10146700000.0
Net Income,23654400000.0,20950000000.0,21774000000.0,15163600000.0
Change In Cash,-4411700000.0,29187700000.0,2196000000.0,16634600000.0
Total Cash From Operating Activities,48323700000.0,47387000000.0,17034100000.0,34162300000.0
Depreciation,11612400000.0,11516000000.0,11530000000.0,12186200000.0
Other Cashflows From Investing Activities,3937500000.0,3957600000.0,2354800000.0,2060100000.0
Dividends Paid,-36646100000.0,-2978500000.0,-3982900000.0,-7145100000.0
Change To Inventory,4204900000.0,8398500000.0,-5064200000.0,-2812400000.0
Change To Account Receivables,2445000000.0,-2519400000.0,-5695600000.0,-9589700000.0
Other Cashflows From Financing Activities,-2531700000.0,-3315200000.0,-3422700000.0,-2974300000.0
Change To Netincome,5479200000.0,8400300000.0,-6018500000.0,5345200000.0
Capital Expenditures,-17336500000.0,-16674300000.0,-11079900000.0,-10880200000.0
