,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-78200000.0,12900000.0,-60700000.0,33500000.0
Change To Liabilities,1287800000.0,3588100000.0,1287900000.0,581400000.0
Total Cashflows From Investing Activities,-13221400000.0,-11240600000.0,-7970000000.0,-6103800000.0
Net Borrowings,7459200000.0,-3031500000.0,3180600000.0,5191700000.0
Total Cash From Financing Activities,6144600000.0,-5349100000.0,8329300000.0,2790700000.0
Net Income,5234700000.0,5360800000.0,4917300000.0,3329600000.0
Change In Cash,1650300000.0,-5569100000.0,7721300000.0,35900000.0
Total Cash From Operating Activities,8727100000.0,11020600000.0,7362000000.0,3349000000.0
Depreciation,2304900000.0,1848100000.0,1622800000.0,1458300000.0
Other Cashflows From Investing Activities,700000.0,1500000.0,800000.0,3200000.0
Dividends Paid,-450900000.0,-1063800000.0,-439900000.0,-83300000.0
Change To Inventory,-1110000000.0,-639000000.0,-743300000.0,-1758800000.0
Change To Account Receivables,-250100000.0,-46900000.0,-1536100000.0,-1455700000.0
Other Cashflows From Financing Activities,-863700000.0,-1253800000.0,-1825400000.0,-1333200000.0
Change To Netincome,1255800000.0,905500000.0,1809400000.0,1190200000.0
Capital Expenditures,-13148200000.0,-11532900000.0,-7936100000.0,-6147800000.0
Issuance Of Stock,,,7414000000.0,7414000000.0
Repurchase Of Stock,,,,-984500000.0
