,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,15973960000.0,-38757270000.0,-13307720000.0,-34706060000.0
Change To Liabilities,-3462490000.0,21188880000.0,39883210000.0,23747770000.0
Total Cashflows From Investing Activities,31970380000.0,-45679980000.0,-25360510000.0,-41595330000.0
Net Borrowings,-1625790000.0,-8286950000.0,-2078390000.0,-1879040000.0
Total Cash From Financing Activities,-17753370000.0,-24074840000.0,-5921580000.0,7659550000.0
Change To Operating Activities,-7554770000.0,-5350980000.0,-9254000000.0,-7775660000.0
Issuance Of Stock,92690000.0,244580000.0,244580000.0,25580890000.0
Net Income,-58064270000.0,-2336780000.0,1572470000.0,22423240000.0
Change In Cash,-2101810000.0,-93510000.0,576990000.0,5175990000.0
Effect Of Exchange Rate,-177280000.0,-56510000.0,103670000.0,80930000.0
Total Cash From Operating Activities,-16141540000.0,69717820000.0,31755410000.0,39030840000.0
Depreciation,46791970000.0,39459170000.0,7321560000.0,4081870000.0
Other Cashflows From Investing Activities,20200600000.0,3692970000.0,5008760000.0,5310450000.0
Change To Inventory,-302900000.0,-746870000.0,-282140000.0,-200770000.0
Change To Account Receivables,392630000.0,1011080000.0,-1406800000.0,-674370000.0
Other Cashflows From Financing Activities,-16220270000.0,-14109940000.0,-1536830000.0,-3745100000.0
Change To Netincome,5855800000.0,16213200000.0,-7046610000.0,-3505110000.0
Capital Expenditures,-4368870000.0,-10883060000.0,-17115620000.0,-12202150000.0
Dividends Paid,,-1922530000.0,-2306360000.0,-12297200000.0
