,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-465420000000.0,179530000000.0,-38240000000.0,23330000000.0
Change To Liabilities,-431480000000.0,380500000000.0,180780000000.0,510030000000.0
Total Cashflows From Investing Activities,-1416340000000.0,-725200000000.0,-951280000000.0,-682900000000.0
Net Borrowings,-847320000000.0,345190000000.0,864560000000.0,198700000000.0
Total Cash From Financing Activities,1019020000000.0,-25410000000.0,559060000000.0,-20010000000.0
Issuance Of Stock,132150000000.0,190000000.0,1190000000.0,1400000000.0
Net Income,491280000000.0,393540000000.0,395880000000.0,360750000000.0
Change In Cash,-135230000000.0,198390000000.0,37450000000.0,12660000000.0
Total Cash From Operating Activities,261850000000.0,948770000000.0,423460000000.0,714590000000.0
Depreciation,265720000000.0,222030000000.0,209340000000.0,167060000000.0
Other Cashflows From Investing Activities,84260000000.0,-149200000000.0,14730000000.0,23310000000.0
Dividends Paid,-39210000000.0,-45920000000.0,-35540000000.0,-32550000000.0
Change To Inventory,-77690000000.0,-63420000000.0,-67240000000.0,-104740000000.0
Change To Account Receivables,1860000000.0,-137920000000.0,-401360000000.0,-219910000000.0
Other Cashflows From Financing Activities,1773400000000.0,-324870000000.0,-271150000000.0,-187560000000.0
Change To Netincome,12160000000.0,154040000000.0,106060000000.0,1400000000.0
Capital Expenditures,-1058370000000.0,-765170000000.0,-936260000000.0,-739530000000.0
