,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-2890600000.0,855800000.0,876800000.0,3049200000.0
Change To Liabilities,2588500000.0,-1536100000.0,-360600000.0,739600000.0
Total Cashflows From Investing Activities,-11734200000.0,-6777600000.0,-6359900000.0,-922900000.0
Net Borrowings,848600000.0,266200000.0,212600000.0,-5185400000.0
Total Cash From Financing Activities,-1580600000.0,-4946900000.0,-1646800000.0,-6538000000.0
Change To Operating Activities,-7900000.0,-28100000.0,-124900000.0,-47600000.0
Net Income,11775300000.0,9596500000.0,7736500000.0,7357900000.0
Change In Cash,81000000.0,6500000.0,197100000.0,38600000.0
Effect Of Exchange Rate,5500000.0,-400000.0,100000.0,100000.0
Total Cash From Operating Activities,13390300000.0,11731400000.0,8204100000.0,7499400000.0
Depreciation,4155600000.0,3725900000.0,3314700000.0,3103000000.0
Other Cashflows From Investing Activities,388200000.0,197000000.0,107600000.0,141200000.0
Dividends Paid,-2315700000.0,-5125500000.0,-1744900000.0,-1212400000.0
Change To Inventory,-3240800000.0,1430700000.0,-1398400000.0,-1427500000.0
Change To Account Receivables,-612400000.0,677300000.0,-49700000.0,-1418600000.0
Other Cashflows From Financing Activities,-113500000.0,-87600000.0,-114500000.0,-140200000.0
Change To Netincome,-1275400000.0,-2145000000.0,-924900000.0,-818400000.0
Capital Expenditures,-9262200000.0,-7840900000.0,-7397200000.0,-4202800000.0
