,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-3960925000.0,1501598000.0,-3134421000.0,-2258318000.0
Change To Liabilities,859999000.0,183367000.0,320210000.0,800066000.0
Total Cashflows From Investing Activities,-6021360000.0,-987050000.0,-4574912000.0,-3319361000.0
Net Borrowings,-2842680000.0,-2973849000.0,-2973849000.0,-2973849000.0
Total Cash From Financing Activities,-2887419000.0,-4614316000.0,-167047000.0,-347187000.0
Change To Operating Activities,49023000.0,-195311000.0,-103014000.0,141052000.0
Issuance Of Stock,30865000.0,13298000.0,185736000.0,209652000.0
Net Income,2316666000.0,2799825000.0,3197893000.0,1962270000.0
Change In Cash,-1402403000.0,1676534000.0,-506785000.0,423518000.0
Repurchase Of Stock,-74247000.0,-74247000.0,-74247000.0,-359315000.0
Total Cash From Operating Activities,7506376000.0,7277900000.0,4235174000.0,4090066000.0
Depreciation,3465857000.0,3424553000.0,1494105000.0,1530044000.0
Other Cashflows From Investing Activities,120350000.0,341637000.0,216357000.0,98652000.0
Dividends Paid,-145000.0,-1448447000.0,-328834000.0,-163943000.0
Change To Inventory,-383113000.0,-176452000.0,-127433000.0,-34924000.0
Change To Account Receivables,-16843000.0,106504000.0,-125318000.0,4484000.0
Other Cashflows From Financing Activities,-1212000.0,-205318000.0,-23949000.0,-33581000.0
Change To Netincome,1133370000.0,1049563000.0,-501669000.0,-383940000.0
Capital Expenditures,-2185941000.0,-2841324000.0,-1671058000.0,-1192868000.0
