,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-2436000000.0,1256000000.0,-1109000000.0,-43000000.0
Change To Liabilities,-51000000.0,2356000000.0,2225000000.0,1234000000.0
Total Cashflows From Investing Activities,-6281000000.0,-4284000000.0,-6465000000.0,-3493000000.0
Net Borrowings,849000000.0,-1663000000.0,-203000000.0,-367000000.0
Total Cash From Financing Activities,580000000.0,-2255000000.0,-724000000.0,-787000000.0
Change To Operating Activities,381000000.0,-1735000000.0,-126000000.0,-227000000.0
Issuance Of Stock,8000000.0,7000000.0,19000000.0,48000000.0
Net Income,4049000000.0,4121000000.0,3316000000.0,3054000000.0
Change In Cash,1303000000.0,278000000.0,-875000000.0,182000000.0
Effect Of Exchange Rate,-8000000.0,46000000.0,10000000.0,10000000.0
Total Cash From Operating Activities,7012000000.0,6771000000.0,6304000000.0,4462000000.0
Depreciation,2696000000.0,2153000000.0,1606000000.0,1290000000.0
Other Cashflows From Investing Activities,620000000.0,891000000.0,553000000.0,187000000.0
Change To Inventory,-344000000.0,182000000.0,426000000.0,-538000000.0
Change To Account Receivables,381000000.0,-362000000.0,-704000000.0,-735000000.0
Other Cashflows From Financing Activities,-277000000.0,-358000000.0,-299000000.0,-227000000.0
Change To Netincome,-149000000.0,16000000.0,-475000000.0,360000000.0
Capital Expenditures,-4408000000.0,-6300000000.0,-5815000000.0,-3566000000.0
Dividends Paid,,-241000000.0,-241000000.0,-241000000.0
