,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-2868100000.0,-299028000.0,920377000.0,-2398091000.0
Change To Liabilities,402700000.0,310931000.0,497028000.0,846021000.0
Total Cashflows From Investing Activities,-2269400000.0,-2276852000.0,-233943000.0,-2791215000.0
Net Borrowings,-1246700000.0,970103000.0,-2160450000.0,-1470098000.0
Total Cash From Financing Activities,-6881800000.0,-4053552000.0,-4276616000.0,-3237369000.0
Change To Operating Activities,510500000.0,44839000.0,-338782000.0,-739326000.0
Net Income,4547000000.0,3029142000.0,3032302000.0,3071411000.0
Change In Cash,89700000.0,-1056264000.0,1002794000.0,-122095000.0
Repurchase Of Stock,-2255900000.0,-124595000.0,-124595000.0,-124595000.0
Effect Of Exchange Rate,25700000.0,-33343000.0,-23999000.0,28362000.0
Total Cash From Operating Activities,9215300000.0,5307483000.0,5537352000.0,5878127000.0
Depreciation,3669500000.0,3283333000.0,3188375000.0,3073305000.0
Other Cashflows From Investing Activities,319000000.0,103199000.0,174610000.0,839021000.0
Dividends Paid,-3556100000.0,-3631481000.0,-1588773000.0,-1193635000.0
Change To Inventory,-558000000.0,-229155000.0,-277771000.0,-148012000.0
Change To Account Receivables,733000000.0,-926852000.0,-619739000.0,-571081000.0
Other Cashflows From Financing Activities,176900000.0,-1267579000.0,-527393000.0,-573636000.0
Change To Netincome,-89400000.0,-243889000.0,-8824000.0,310537000.0
Capital Expenditures,-336900000.0,-1590779000.0,-1392174000.0,-1236968000.0
