,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-1500900000.0,-1660500000.0,-145800000.0,65800000.0
Change To Liabilities,559500000.0,682800000.0,1018800000.0,263500000.0
Total Cashflows From Investing Activities,-5206900000.0,-5096500000.0,-1650600000.0,-1354000000.0
Net Borrowings,-2316900000.0,-108100000.0,-1746000000.0,-926300000.0
Total Cash From Financing Activities,-3058200000.0,-1365400000.0,-1832000000.0,-1304100000.0
Change To Operating Activities,-1173400000.0,953000000.0,435500000.0,-171600000.0
Issuance Of Stock,358100000.0,358100000.0,45700000.0,45700000.0
Net Income,11400100000.0,6063200000.0,4448300000.0,2394200000.0
Change In Cash,2636200000.0,-755300000.0,1527700000.0,753200000.0
Total Cash From Operating Activities,10901300000.0,5703500000.0,5010300000.0,3411300000.0
Depreciation,2034600000.0,2060100000.0,1763400000.0,1708300000.0
Other Cashflows From Investing Activities,-116200000.0,587500000.0,281900000.0,-64000000.0
Dividends Paid,-1015300000.0,-1008900000.0,-128100000.0,-127600000.0
Change To Inventory,-2716900000.0,-2398600000.0,-1919100000.0,16300000.0
Change To Account Receivables,967500000.0,-1874100000.0,-754900000.0,-952600000.0
Other Cashflows From Financing Activities,-84100000.0,-248400000.0,-3600000.0,-250200000.0
Change To Netincome,-227200000.0,172200000.0,-42500000.0,84200000.0
Capital Expenditures,-3615500000.0,-3062800000.0,-1805400000.0,-1367300000.0
