,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-3950064000.0,400000000.0,2216160000.0,-1854560000.0
Change To Liabilities,1237826000.0,-282220000.0,-138040000.0,250780000.0
Total Cashflows From Investing Activities,-4010538000.0,-265990000.0,1919630000.0,-2381190000.0
Net Borrowings,-574118000.0,-720290000.0,275090000.0,-85920000.0
Total Cash From Financing Activities,-3659305000.0,-3775400000.0,-4432790000.0,-1878280000.0
Change To Operating Activities,516968000.0,488110000.0,63840000.0,267800000.0
Net Income,3405812000.0,3432230000.0,3939420000.0,3469760000.0
Change In Cash,-710967000.0,1125540000.0,-216040000.0,268240000.0
Total Cash From Operating Activities,6958876000.0,5166930000.0,2297120000.0,4527710000.0
Depreciation,629123000.0,585790000.0,278710000.0,258820000.0
Other Cashflows From Investing Activities,74897000.0,77990000.0,77240000.0,37970000.0
Dividends Paid,-2787453000.0,-2253040000.0,-1762310000.0,-1349630000.0
Change To Inventory,1636332000.0,315410000.0,-1822370000.0,549920000.0
Change To Account Receivables,-640595000.0,502870000.0,239200000.0,-367640000.0
Other Cashflows From Financing Activities,-297734000.0,-802070000.0,-937870000.0,-442730000.0
Change To Netincome,173410000.0,96980000.0,-295550000.0,77170000.0
Capital Expenditures,-153339000.0,-747400000.0,-376110000.0,-570030000.0
