,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,8686200000.0,-18375600000.0,-16013700000.0,13998100000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,8582300000.0,-18514100000.0,-16423400000.0,13679600000.0
Net Borrowings,108328800000.0,156190500000.0,244819000000.0,184503700000.0
Total Cash From Financing Activities,104279300000.0,151555300000.0,240682900000.0,180743500000.0
Change To Operating Activities,8913900000.0,-63112600000.0,21188500000.0,-2648300000.0
Net Income,27407200000.0,24032600000.0,24339500000.0,20079300000.0
Change In Cash,-374200000.0,-14335500000.0,8874900000.0,4652800000.0
Effect Of Exchange Rate,-100000.0,-100000.0,-100000.0,-100000.0
Total Cash From Operating Activities,-113235800000.0,-147376700000.0,-215384700000.0,-189770300000.0
Depreciation,511600000.0,499100000.0,102900000.0,84000000.0
Dividends Paid,-4037300000.0,-3835500000.0,-3421400000.0,-3116300000.0
Other Cashflows From Financing Activities,-12200000.0,-799700000.0,-714700000.0,-643900000.0
Change To Netincome,-150075100000.0,-108807800000.0,-261031900000.0,-207303400000.0
Capital Expenditures,-108300000.0,-147200000.0,-506600000.0,-349400000.0
Other Cashflows From Investing Activities,,3000000.0,85400000.0,30600000.0
