,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,25057200000.0,-31154600000.0,-6860200000.0,1928800000.0
Change To Liabilities,1752500000.0,-93100000.0,1522700000.0,506000000.0
Total Cashflows From Investing Activities,24290800000.0,-31016300000.0,-6904300000.0,375400000.0
Net Borrowings,-27287800000.0,-12436700000.0,107004000000.0,112220300000.0
Total Cash From Financing Activities,-25806200000.0,10228400000.0,108518300000.0,120062100000.0
Change To Operating Activities,-62045400000.0,18132700000.0,-124766500000.0,-126977800000.0
Issuance Of Stock,29000000.0,20994900000.0,6900000.0,7025100000.0
Net Income,11265400000.0,9197800000.0,8709400000.0,6930600000.0
Change In Cash,-4593100000.0,20862800000.0,-944100000.0,1500500000.0
Total Cash From Operating Activities,-3077700000.0,41650700000.0,-102558100000.0,-118937000000.0
Depreciation,2230500000.0,1359700000.0,433400000.0,463800000.0
Other Cashflows From Investing Activities,714000000.0,1683000000.0,1530000000.0,1530000000.0
Other Cashflows From Financing Activities,1452600000.0,1670200000.0,1507400000.0,816700000.0
Change To Netincome,43719300000.0,12370200000.0,11013700000.0,-383200000.0
Capital Expenditures,-1499500000.0,-1572900000.0,-1625000000.0,-1565700000.0
