,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-7868387000.0,-3383300000.0,-6291700000.0,3916600000.0
Net Borrowings,35051057000.0,-11902300000.0,-22145300000.0,-12123800000.0
Total Cash From Financing Activities,411613481000.0,419713400000.0,474041200000.0,262476900000.0
Change To Operating Activities,-607435260000.0,-558371300000.0,-805170500000.0,-270533700000.0
Issuance Of Stock,37773263000.0,160910000000.0,148100600000.0,104859300000.0
Net Income,25619702000.0,4384488000.0,-95701100000.0,-121133700000.0
Change In Cash,355786791000.0,4597800000.0,-201921800000.0,61090500000.0
Total Cash From Operating Activities,-345066523000.0,-411732300000.0,-669671300000.0,-205302900000.0
Depreciation,8324322000.0,5240300000.0,5307500000.0,5371800000.0
Other Cashflows From Financing Activities,338789161000.0,271005800000.0,348155000000.0,169810500000.0
Change To Netincome,226926713000.0,136110112000.0,225360200000.0,180554200000.0
Capital Expenditures,-7868387000.0,-3383300000.0,-4403300000.0,-6516600000.0
Other Cashflows From Investing Activities,,1541400000.0,1488200000.0,1395400000.0
Dividends Paid,,-300100000.0,-69100000.0,-69100000.0
