,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-15408900000.0,164300000.0,630800000.0,112500000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-15722800000.0,-540500000.0,-108600000.0,-601200000.0
Net Borrowings,87975100000.0,43984200000.0,122004800000.0,80640300000.0
Total Cash From Financing Activities,85158700000.0,24518100000.0,121905900000.0,80086500000.0
Change To Operating Activities,-116509800000.0,-39426800000.0,-106048900000.0,-91780900000.0
Issuance Of Stock,93600000.0,11958400000.0,17400000.0,24500000.0
Net Income,15208600000.0,10537200000.0,11980600000.0,9193300000.0
Change In Cash,-18983600000.0,3229900000.0,28618900000.0,221900000.0
Total Cash From Operating Activities,-88419500000.0,-20747700000.0,-93173400000.0,-79263400000.0
Depreciation,880000000.0,938700000.0,390100000.0,369300000.0
Dividends Paid,-1065500000.0,-2002700000.0,-1223900000.0,-1221900000.0
Other Cashflows From Financing Activities,-1844500000.0,-29421800000.0,1107600000.0,643600000.0
Change To Netincome,11858600000.0,7029400000.0,325000000.0,2815600000.0
Capital Expenditures,-328900000.0,-715600000.0,-768600000.0,-690600000.0
