,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-46000000.0,18000000.0,-13000000.0,-2261000000.0
Change To Liabilities,19184000000.0,-1511000000.0,-543000000.0,21619000000.0
Total Cashflows From Investing Activities,-18935000000.0,-22399000000.0,-33105000000.0,-31941000000.0
Net Borrowings,-15259000000.0,-9568000000.0,8147000000.0,-9471000000.0
Total Cash From Financing Activities,-20975000000.0,-28029000000.0,-2246000000.0,-22214000000.0
Change To Operating Activities,7089000000.0,13926000000.0,127000000.0,-12364000000.0
Net Income,10392000000.0,11701000000.0,16131000000.0,15970000000.0
Change In Cash,10678000000.0,13289000000.0,7693000000.0,-21515000000.0
Effect Of Exchange Rate,75000000.0,197000000.0,-80000000.0,-80000000.0
Total Cash From Operating Activities,50513000000.0,63520000000.0,43124000000.0,32640000000.0
Depreciation,28945000000.0,26275000000.0,19889000000.0,15321000000.0
Other Cashflows From Investing Activities,436000000.0,753000000.0,978000000.0,1249000000.0
Dividends Paid,-5000000.0,-9457000000.0,-4140000000.0,-4203000000.0
Change To Inventory,-6377000000.0,-4360000000.0,-4826000000.0,-9142000000.0
Change To Account Receivables,-13464000000.0,8146000000.0,4284000000.0,-12601000000.0
Other Cashflows From Financing Activities,-5711000000.0,-9004000000.0,-6253000000.0,-8540000000.0
Change To Netincome,3925000000.0,8575000000.0,7369000000.0,13406000000.0
Capital Expenditures,-19700000000.0,-22741000000.0,-27627000000.0,-30621000000.0
