,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,18549100000.0,563000000.0,6483900000.0,8966800000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,17410600000.0,-732000000.0,-134630200000.0,14091300000.0
Net Borrowings,630083100000.0,476600600000.0,966748400000.0,573700000000.0
Total Cash From Financing Activities,604240800000.0,433994300000.0,936164400000.0,520184900000.0
Change To Operating Activities,-811570200000.0,-603132600000.0,-933013600000.0,-693228500000.0
Issuance Of Stock,5574600000.0,5574600000.0,5574600000.0,5574600000.0
Net Income,117478300000.0,71221300000.0,99208600000.0,66886900000.0
Change In Cash,30225300000.0,11785700000.0,-984000000.0,-37199500000.0
Total Cash From Operating Activities,-591426100000.0,-421476600000.0,-802518200000.0,-571475600000.0
Depreciation,224400000.0,201100000.0,136600000.0,137300000.0
Dividends Paid,-31421100000.0,-35346800000.0,-25115000000.0,-44641500000.0
Other Cashflows From Financing Activities,4200000.0,-7259500000.0,-5469000000.0,-8873600000.0
Change To Netincome,102411300000.0,110190400000.0,31131900000.0,53132000000.0
Capital Expenditures,-1148200000.0,-1305200000.0,-994600000.0,-897700000.0
Other Cashflows From Investing Activities,,,4877700000.0,6017800000.0
