,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-2903400000.0,1901900000.0,-1056000000.0,1004900000.0
Change To Liabilities,4326800000.0,634900000.0,455500000.0,1940500000.0
Total Cashflows From Investing Activities,-4567000000.0,-2233700000.0,-3785900000.0,-1834300000.0
Net Borrowings,-2273900000.0,-663900000.0,-177900000.0,289600000.0
Total Cash From Financing Activities,-2817600000.0,-4794200000.0,-2587700000.0,-2001300000.0
Change To Operating Activities,426100000.0,-757900000.0,674300000.0,-1358900000.0
Issuance Of Stock,100000.0,100000.0,100000.0,100000.0
Net Income,7197500000.0,6578100000.0,4943000000.0,4608300000.0
Change In Cash,573000000.0,218500000.0,-265200000.0,383400000.0
Total Cash From Operating Activities,7957600000.0,7246400000.0,6108400000.0,4219000000.0
Depreciation,2080000000.0,1884000000.0,1787200000.0,1204500000.0
Other Cashflows From Investing Activities,184000000.0,174100000.0,181700000.0,56700000.0
Dividends Paid,-291300000.0,-3263600000.0,-1745900000.0,-1699300000.0
Change To Inventory,-3376800000.0,-449300000.0,-2261900000.0,-718700000.0
Change To Account Receivables,-3056100000.0,-426300000.0,209100000.0,-1142600000.0
Other Cashflows From Financing Activities,-252500000.0,-866800000.0,-664000000.0,-591600000.0
Change To Netincome,328700000.0,-243200000.0,265700000.0,-351700000.0
Capital Expenditures,-1860900000.0,-4349500000.0,-2927700000.0,-2928700000.0
