,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-20158000000.0,1014000000.0,267000000.0,-375000000.0
Change To Liabilities,2197000000.0,319000000.0,1498000000.0,819000000.0
Total Cashflows From Investing Activities,-24304000000.0,-9849000000.0,-3216000000.0,-1805000000.0
Net Borrowings,-2034000000.0,4347000000.0,-399000000.0,-365000000.0
Total Cash From Financing Activities,16904000000.0,3500000000.0,-1251000000.0,-1061000000.0
Change To Operating Activities,146000000.0,1021000000.0,-151000000.0,-758000000.0
Issuance Of Stock,19789000000.0,80000000.0,29000000.0,19000000.0
Net Income,7383000000.0,4566000000.0,4102000000.0,3676000000.0
Change In Cash,-150000000.0,632000000.0,-559000000.0,328000000.0
Total Cash From Operating Activities,7250000000.0,6981000000.0,3908000000.0,3194000000.0
Depreciation,1718000000.0,1346000000.0,910000000.0,810000000.0
Other Cashflows From Investing Activities,229000000.0,175000000.0,194000000.0,266000000.0
Dividends Paid,-607000000.0,-620000000.0,-689000000.0,-550000000.0
Change To Inventory,-2539000000.0,-1850000000.0,-837000000.0,-201000000.0
Change To Account Receivables,-1107000000.0,765000000.0,-2013000000.0,-905000000.0
Other Cashflows From Financing Activities,-244000000.0,-307000000.0,-192000000.0,-165000000.0
Change To Netincome,-578000000.0,793000000.0,379000000.0,-267000000.0
Capital Expenditures,-4390000000.0,-6741000000.0,-3685000000.0,-1697000000.0
