,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-613108700000.0,-404605131000.0,-290459494000.0,-495578927000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-629869109000.0,-423084279000.0,-301472151000.0,-505734537000.0
Net Borrowings,-701268022000.0,33292412000.0,-191772373000.0,409981370000.0
Total Cash From Financing Activities,1044887869000.0,1224597082000.0,755233893000.0,1128848231000.0
Change To Operating Activities,-571655460000.0,-712025776000.0,-656308462000.0,-739052516000.0
Issuance Of Stock,154600321000.0,5493213000.0,3486300000.0,3939495000.0
Net Income,183843185000.0,95663078000.0,42542387000.0,77121865000.0
Change In Cash,197176085000.0,404620264000.0,-16082380000.0,85082647000.0
Effect Of Exchange Rate,-6440073000.0,2135244000.0,-1346413000.0,228112000.0
Total Cash From Operating Activities,-211402602000.0,-399027783000.0,-468497709000.0,-538259159000.0
Depreciation,14033401000.0,13041481000.0,10453730000.0,10390761000.0
Other Cashflows From Financing Activities,1591555570000.0,1194675249000.0,955208236000.0,732088482000.0
Change To Netincome,162376272000.0,204293434000.0,134814636000.0,113280731000.0
Capital Expenditures,-16882058000.0,-18734522000.0,-11481488000.0,-10421438000.0
Dividends Paid,,-8863792000.0,-11688270000.0,-17161116000.0
