Date,Open,High,Low,Close,Adj Close,Volume
2020-05-28,252.10000610351562,258.6000061035156,252.10000610351562,254.8000030517578,253.57852172851562,62081.0
2020-05-29,257.75,263.0,253.25,255.85000610351562,254.6234893798828,29058.0
2020-06-01,262.79998779296875,266.0,258.0,259.3500061035156,258.1067199707031,73607.0
2020-06-02,261.75,270.0,258.0,268.95001220703125,267.66070556640625,53527.0
2020-06-03,269.25,282.3500061035156,268.95001220703125,282.3500061035156,280.9964599609375,57326.0
2020-06-04,282.5,296.45001220703125,282.5,296.45001220703125,295.02886962890625,81105.0
2020-06-05,305.0,309.5,280.0,293.1000061035156,291.6949157714844,158402.0
2020-06-08,294.0,322.3999938964844,290.20001220703125,322.3999938964844,320.85443115234375,537482.0
2020-06-09,329.95001220703125,352.5,300.0,304.20001220703125,302.74169921875,127319.0
2020-06-10,310.0,315.0,295.5,308.20001220703125,306.7225341796875,56442.0
2020-06-11,309.6499938964844,312.75,290.1000061035156,293.45001220703125,292.0432434082031,38271.0
2020-06-12,280.04998779296875,290.0,275.0,288.1000061035156,286.7189025878906,40487.0
2020-06-15,288.0,290.29998779296875,271.8999938964844,279.6499938964844,278.30938720703125,70703.0
2020-06-16,282.79998779296875,290.75,278.0,282.54998779296875,281.1954650878906,32039.0
2020-06-17,283.95001220703125,286.6499938964844,280.0,282.8500061035156,281.4940490722656,22089.0
2020-06-18,284.3999938964844,290.0,282.75,283.8999938964844,282.53900146484375,19336.0
2020-06-19,280.5,289.75,280.5,283.25,281.8921203613281,28301.0
2020-06-22,286.0,287.1499938964844,280.20001220703125,283.70001220703125,282.3399963378906,46621.0
2020-06-23,284.0,294.79998779296875,283.6499938964844,285.0,283.6337585449219,73636.0
2020-06-24,288.8500061035156,288.8500061035156,281.0,284.25,282.8873291015625,76286.0
2020-06-25,285.3999938964844,285.95001220703125,282.5,283.79998779296875,282.4394836425781,19262.0
2020-06-26,285.04998779296875,285.54998779296875,280.1000061035156,283.8500061035156,282.4892578125,32768.0
2020-06-29,285.0,286.54998779296875,274.95001220703125,277.20001220703125,275.87115478515625,35060.0
2020-06-30,280.0,282.6499938964844,273.04998779296875,274.70001220703125,273.38311767578125,32023.0
2020-07-01,275.0,279.04998779296875,273.0,278.04998779296875,276.717041015625,35154.0
2020-07-02,282.0,282.20001220703125,278.20001220703125,279.70001220703125,278.3591613769531,38645.0
2020-07-03,278.0,282.0,278.0,280.3500061035156,279.00604248046875,179561.0
2020-07-06,281.8500061035156,286.0,281.04998779296875,282.8999938964844,281.5437927246094,46243.0
